experience,cost_centre,in_probation,preventables_year,incidents_year,number_incidents,number_preventables,number_non_recordables,number_non_preventables,total_hours_last3yr,last_preventable_date,incidents_1957
>60 Months,PTC,N,0,1.4,4,NA,NA,4,5592.18,NA,7828
>60 Months,PTC,N,0,0.71,2,NA,NA,2,5476.48,NA,3914
>60 Months,PTC,N,0,0.79,2,NA,NA,1,4982.1,NA,3914
>60 Months,PTC,N,0.83,4.58,11,2,NA,7,4699.61,2017-11-29T00:00:00Z,21527
>60 Months,PTC,N,0,0.3,1,NA,NA,1,6442.32,NA,1957
>60 Months,PTC,N,0,0.74,2,NA,NA,1,5272.04,NA,3914
>60 Months,PTC,N,0.33,0.66,2,1,NA,1,5890.59,2019-02-07T00:00:00Z,3914
>60 Months,PTC,N,0,1.05,3,NA,NA,2,5611.52,NA,5871
>60 Months,PTC,N,0,0.39,1,NA,NA,1,5023.33,NA,1957
>60 Months,PTC,N,0,0.71,2,NA,NA,NA,5526.66,NA,3914
>60 Months,PTC,N,0,1.11,3,NA,NA,3,5294.53,NA,5871
>60 Months,PTC,N,0.39,0.39,1,1,NA,NA,5047.31,2018-01-23T00:00:00Z,1957
>60 Months,PTC,N,0,1.01,2,NA,NA,1,3867.68,NA,3914
>60 Months,PTC,N,0.39,1.54,4,1,NA,2,5078.91,2017-09-21T00:00:00Z,7828
>60 Months,PTC,N,0.42,2.96,7,1,NA,4,4632.02,2017-08-18T00:00:00Z,13699
>60 Months,PTC,N,1.12,3.36,9,3,NA,6,5242.09,2019-06-11T00:00:00Z,17613
>60 Months,PTC,N,0.29,1.15,4,1,NA,3,6816.91,2019-10-29T00:00:00Z,7828
>60 Months,PTC,N,0,3.43,8,NA,NA,5,4571.02,NA,15656
>60 Months,PTC,N,0.44,0.44,1,1,NA,NA,4419.29,2017-01-17T00:00:00Z,1957
>60 Months,PTC,N,0.39,1.94,5,1,NA,3,5033.57,2018-09-26T00:00:00Z,9785
>60 Months,PTC,N,0,0.37,1,NA,1,NA,5268.55,NA,1957
>60 Months,PTC,N,0.71,1.07,3,2,NA,1,5495.37,2018-12-12T00:00:00Z,5871
>60 Months,PTC,N,0,0.61,2,NA,NA,2,6463.13,NA,3914
>60 Months,PTC,N,0.85,1.28,3,2,NA,1,4592.63,2018-10-01T00:00:00Z,5871
>60 Months,PTC,N,0,3.1,5,NA,NA,4,3158.69,NA,9785
>60 Months,PTC,N,1.08,2.16,2,1,NA,NA,1813.27,2017-11-22T00:00:00Z,3914
>60 Months,PTC,N,0.36,1.8,5,1,NA,4,5429.06,2020-01-17T00:00:00Z,9785
>60 Months,PTC,N,0,0.43,1,NA,NA,NA,4512.58,NA,1957
>60 Months,PTC,N,0,0.55,1,NA,NA,NA,3555.79,NA,1957
>60 Months,PTC,N,0,0.85,2,NA,NA,1,4606.22,NA,3914
>60 Months,PTC,N,0,0.37,1,NA,NA,1,5357.62,NA,1957
>60 Months,PTC,N,0,0.37,1,NA,NA,1,5293.64,NA,1957
>60 Months,PTC,N,0,0.41,1,NA,NA,NA,4729.97,NA,1957
>60 Months,PTC,N,0.45,1.79,4,1,NA,1,4370.8,2019-03-15T00:00:00Z,7828
>60 Months,PTC,N,0.36,0.72,2,1,NA,1,5411.03,2017-12-19T00:00:00Z,3914
>60 Months,PTC,N,0,0.74,2,NA,NA,1,5257.06,NA,3914
>60 Months,PTC,N,0,0.76,2,NA,NA,1,5131.99,NA,3914
>60 Months,PTC,N,0,1,3,NA,NA,2,5875.78,NA,5871
>60 Months,PTC,N,0.39,1.57,4,1,NA,2,4981.24,2018-02-13T00:00:00Z,7828
>60 Months,PTC,N,0,0.79,2,NA,NA,2,4924.16,NA,3914
>60 Months,PTC,N,0,0.81,2,NA,NA,1,4855.28,NA,3914
>60 Months,PTC,N,0.33,0.33,1,1,NA,NA,5931.16,2017-01-25T00:00:00Z,1957
>60 Months,PTC,N,0.32,1.28,4,1,NA,3,6124.53,2019-07-29T00:00:00Z,7828
>60 Months,PTC,N,1.01,1.34,4,3,NA,NA,5831.34,2019-09-03T00:00:00Z,7828
>60 Months,PTC,N,0,0.34,1,NA,NA,1,5801.53,NA,1957
>60 Months,PTC,N,0,0.75,2,NA,NA,2,5202.69,NA,3914
>60 Months,PTC,N,0.29,0.57,2,1,NA,1,6831.72,2019-09-23T00:00:00Z,3914
>60 Months,PTC,N,0,1.35,3,NA,NA,2,4349.18,NA,5871
>60 Months,PTC,N,0,1.11,3,NA,NA,1,5309.04,NA,5871
>60 Months,PTC,N,0,1.57,4,NA,NA,3,4977.41,NA,7828
>60 Months,PTC,N,0.76,0.76,1,1,NA,NA,2582.48,2019-09-17T00:00:00Z,1957
>60 Months,PTC,N,0,0.42,1,NA,NA,1,4628.24,NA,1957
>60 Months,PTC,N,1.17,1.55,4,3,NA,1,5037.32,2019-09-25T00:00:00Z,7828
>60 Months,PTC,N,0.68,1.35,4,2,NA,2,5794.92,2019-03-06T00:00:00Z,7828
>60 Months,PTC,N,0,0.62,1,NA,NA,NA,3174.41,NA,1957
>60 Months,PTC,N,1.42,2.36,5,3,NA,1,4141.69,2018-04-12T00:00:00Z,9785
>60 Months,PTC,N,0,2.48,6,NA,2,1,4735.7,NA,11742
>60 Months,PTC,N,0.44,0.88,2,1,NA,1,4458.02,2017-02-03T00:00:00Z,3914
>60 Months,PTC,N,0,0.39,1,NA,NA,1,4972.62,NA,1957
>60 Months,PTC,N,0.37,0.74,2,1,NA,1,5314.87,2018-07-13T00:00:00Z,3914
>60 Months,PTC,N,0.65,1.63,5,2,NA,2,6004.96,2019-09-16T00:00:00Z,9785
>60 Months,PTC,N,2.57,3.6,7,5,NA,1,3803.03,2020-01-25T00:00:00Z,13699
>60 Months,PTC,N,0.36,1.09,3,1,NA,2,5391.59,2019-06-28T00:00:00Z,5871
>60 Months,PTC,N,0,0.86,2,NA,1,1,4558.91,NA,3914
>60 Months,PTC,N,0,0.37,1,NA,NA,NA,5302.7,NA,1957
>60 Months,PTC,N,0,0.87,2,NA,NA,2,4492.85,NA,3914
>60 Months,PTC,N,0,0.39,1,NA,NA,1,5020.78,NA,1957
>60 Months,PTC,N,0.43,2.61,6,1,1,4,4499.99,2018-07-11T00:00:00Z,11742
>60 Months,PTC,N,0,4.03,9,NA,NA,5,4371.66,NA,17613
>60 Months,PTC,N,0,0.38,1,NA,NA,1,5197.24,NA,1957
>60 Months,PTC,N,1.17,1.75,3,2,NA,NA,3356.91,2019-02-16T00:00:00Z,5871
>60 Months,PTC,N,0.42,2.09,5,1,NA,3,4678.02,2017-04-03T00:00:00Z,9785
>60 Months,PTC,N,0,1.25,3,NA,NA,2,4678.97,NA,5871
>60 Months,PTC,N,0,3.13,9,NA,NA,9,5620.32,NA,17613
>60 Months,PTC,N,0.45,2.73,6,1,NA,3,4306.02,2019-03-04T00:00:00Z,11742
>60 Months,PTC,N,0.38,3.82,10,1,1,4,5128.28,2017-12-14T00:00:00Z,19570
>60 Months,PTC,N,0,1.37,4,NA,NA,3,5708.66,NA,7828
>60 Months,PTC,N,0,2.74,7,NA,1,2,5001.85,NA,13699
>60 Months,PTC,N,0,1.39,4,NA,NA,3,5613.27,NA,7828
>60 Months,PTC,N,0,1.15,3,NA,NA,3,5112.64,NA,5871
>60 Months,PTC,N,0,0.47,1,NA,NA,NA,4139.84,NA,1957
>60 Months,PTC,N,0,0.35,1,NA,NA,NA,5617.84,NA,1957
>60 Months,PTC,N,0.34,1.03,3,1,1,1,5723.54,2018-02-27T00:00:00Z,5871
>60 Months,PTC,N,0.68,1.36,4,2,NA,2,5747.24,2019-11-22T00:00:00Z,7828
>60 Months,PTC,N,0,0.38,1,NA,NA,NA,5182.25,NA,1957
>60 Months,PTC,N,0,0.74,2,NA,NA,2,5284.92,NA,3914
>60 Months,PTC,N,0.3,1.2,4,1,NA,2,6498.31,2018-02-21T00:00:00Z,7828
>60 Months,PTC,N,0,0.46,1,NA,NA,1,4275.4,NA,1957
>60 Months,PTC,N,0.37,0.74,2,1,NA,NA,5297.58,2018-08-22T00:00:00Z,3914
>60 Months,PTC,N,1.2,2,5,3,1,1,4892.48,2019-11-25T00:00:00Z,9785
>60 Months,PTC,N,0,0.75,2,NA,NA,2,5184.45,NA,3914
>60 Months,PTC,N,0,0.49,1,NA,NA,NA,3984.36,NA,1957
>60 Months,PTC,N,0.45,1.78,4,1,NA,3,4393.33,2018-08-27T00:00:00Z,7828
>60 Months,PTC,N,0.48,0.96,4,2,NA,1,8162.74,2019-05-27T00:00:00Z,7828
>60 Months,PTC,N,0,1.45,4,NA,1,1,5391.96,NA,7828
>60 Months,PTC,N,0,0.44,1,NA,NA,1,4455.9,NA,1957
>60 Months,PTC,N,0.4,1.62,4,1,NA,1,4843.13,2018-02-21T00:00:00Z,7828
>60 Months,PTC,N,0.39,1.95,5,1,1,1,5030.58,2017-09-19T00:00:00Z,9785
>60 Months,PTC,N,0,0.43,1,NA,NA,1,4572.4,NA,1957
>60 Months,PTC,N,0,1.54,4,NA,NA,4,5081.47,NA,7828
>60 Months,PTC,N,0,0.73,2,NA,NA,1,5332.19,NA,3914
>60 Months,PTC,N,0.77,1.15,3,2,NA,1,5088.85,2019-11-05T00:00:00Z,5871
>60 Months,PTC,N,0,0.39,1,NA,NA,1,5039.97,NA,1957
>60 Months,PTC,N,0,2,6,NA,NA,4,5863.9,NA,11742
>60 Months,PTC,N,0,0.48,1,NA,NA,1,4092.82,NA,1957
>60 Months,PTC,N,0.32,0.97,3,1,NA,2,6076.33,2019-04-13T00:00:00Z,5871
>60 Months,PTC,N,0.77,0.77,2,2,NA,NA,5109.65,2019-10-03T00:00:00Z,3914
>60 Months,PTC,N,0.33,0.98,3,1,NA,1,5975.2,2018-11-26T00:00:00Z,5871
>60 Months,PTC,N,0.48,0.97,2,1,NA,1,4048.84,2017-09-16T00:00:00Z,3914
>60 Months,PTC,N,0,1.64,4,NA,NA,3,4770.84,NA,7828
>60 Months,PTC,N,0,1.4,4,NA,NA,2,5572.23,NA,7828
>60 Months,PTC,N,0.42,0.42,1,1,NA,NA,4686.19,2019-04-24T00:00:00Z,1957
>60 Months,PTC,N,0.38,1.13,3,1,NA,2,5193.78,2017-06-24T00:00:00Z,5871
>60 Months,PTC,N,0,0.32,1,NA,NA,NA,6153.26,NA,1957
>60 Months,PTC,N,0,1.86,5,NA,NA,4,5249.76,NA,9785
>60 Months,PTC,N,0.43,2.13,5,1,NA,2,4588.4,2019-04-20T00:00:00Z,9785
>60 Months,PTC,N,0.69,1.03,3,2,NA,1,5679.01,2018-09-05T00:00:00Z,5871
>60 Months,PTC,N,0.38,0.38,1,1,NA,NA,5189.22,2018-09-12T00:00:00Z,1957
>60 Months,PTC,N,0,0.43,1,NA,NA,1,4564.23,NA,1957
>60 Months,PTC,N,0,0.99,3,NA,NA,2,5903.34,NA,5871
>60 Months,PTC,N,0.74,1.85,5,2,NA,2,5289.7,2018-07-17T00:00:00Z,9785
>60 Months,PTC,N,0,0.75,1,NA,NA,1,2618.12,NA,1957
>60 Months,PTC,N,0,0.44,1,NA,NA,NA,4482.06,NA,1957
>60 Months,PTC,N,0.66,1.66,5,2,NA,2,5891.48,2018-08-20T00:00:00Z,9785
>60 Months,PTC,N,0,0.82,2,NA,NA,1,4788.3,NA,3914
>60 Months,PTC,N,0.44,0.88,2,1,NA,NA,4461.19,2017-01-08T00:00:00Z,3914
>60 Months,PTC,N,0.4,0.79,2,1,NA,1,4928.31,2018-08-01T00:00:00Z,3914
>60 Months,PTC,N,0.42,2.1,5,1,NA,4,4659.72,2018-08-11T00:00:00Z,9785
>60 Months,PTC,N,0,1.01,3,NA,NA,2,5806.39,NA,5871
>60 Months,PTC,N,0.38,3.02,8,1,NA,4,5186.03,2018-10-13T00:00:00Z,15656
>60 Months,PTC,N,0,3.93,11,NA,NA,9,5484.31,NA,21527
>60 Months,PTC,N,0,0.76,2,NA,NA,1,5117.74,NA,3914
>60 Months,PTC,N,0.71,1.42,4,2,1,1,5524.32,2019-05-23T00:00:00Z,7828
>60 Months,PTC,N,0,2.85,3,NA,NA,2,2059.88,NA,5871
>60 Months,PTC,N,0.32,0.95,3,1,NA,2,6202.2,2018-03-26T00:00:00Z,5871
>60 Months,PTC,N,0,0.37,1,NA,NA,1,5229.29,NA,1957
>60 Months,PTC,N,0.36,2.16,6,1,1,3,5441.33,2019-02-16T00:00:00Z,11742
>60 Months,PTC,N,0.43,2.14,5,1,NA,2,4567.34,2017-03-03T00:00:00Z,9785
>60 Months,PTC,N,0.33,1.33,4,1,NA,1,5900.51,2017-05-24T00:00:00Z,7828
>60 Months,PTC,N,0,0.42,1,NA,NA,NA,4612.4,NA,1957
>60 Months,PTC,N,0.97,1.61,5,3,NA,NA,6073.42,2019-05-27T00:00:00Z,9785
>60 Months,PTC,N,0,1.72,3,NA,NA,2,3422.23,NA,5871
>60 Months,PTC,N,1.11,1.48,4,3,NA,1,5287.47,2020-01-26T00:00:00Z,7828
>60 Months,PTC,N,0,0.57,2,NA,NA,1,6830.59,NA,3914
>60 Months,PTC,N,0,1.44,4,NA,NA,2,5435.78,NA,7828
>60 Months,PTC,N,0,0.9,2,NA,NA,2,4342.28,NA,3914
>60 Months,PTC,N,0.36,2.54,7,1,NA,4,5389.9,2017-03-08T00:00:00Z,13699
>60 Months,PTC,N,0,1.19,3,NA,NA,2,4922.76,NA,5871
>60 Months,PTC,N,0,1.13,4,NA,NA,2,6945.15,NA,7828
>60 Months,PTC,N,1.17,2.74,7,3,NA,3,4998.98,2017-09-15T00:00:00Z,13699
>60 Months,PTC,N,0.37,1.1,3,1,NA,2,5341.67,2017-04-21T00:00:00Z,5871
>60 Months,PTC,N,0,1.74,3,NA,NA,3,3370.59,NA,5871
>60 Months,PTC,N,0,0.97,3,NA,NA,NA,6071.57,NA,5871
>60 Months,PTC,N,0.4,2.38,6,1,NA,3,4942.54,2019-03-15T00:00:00Z,11742
>60 Months,PTC,N,0.36,2.18,6,1,NA,3,5383.67,2017-10-12T00:00:00Z,11742
>60 Months,PTC,N,0,0.35,1,NA,NA,1,5577.55,NA,1957
>60 Months,PTC,N,0,0.71,2,NA,NA,1,5483.19,NA,3914
>60 Months,PTC,N,0,1.12,3,NA,NA,1,5220.41,NA,5871
>60 Months,PTC,N,0.37,1.5,4,1,NA,1,5232,2019-10-20T00:00:00Z,7828
>60 Months,PTC,N,0,2.7,5,NA,NA,3,3620.23,NA,9785
>60 Months,PTC,N,0.33,1.97,6,1,NA,3,5968.02,2017-04-10T00:00:00Z,11742
>60 Months,PTC,N,0,0.74,2,NA,NA,1,5265.49,NA,3914
>60 Months,PTC,N,0.73,1.82,5,2,NA,2,5364.37,2018-09-24T00:00:00Z,9785
>60 Months,PTC,N,0.28,1.39,5,1,NA,1,7056.23,2018-06-12T00:00:00Z,9785
>60 Months,PTC,N,0.65,2.92,9,2,NA,6,6037.76,2017-09-01T00:00:00Z,17613
>60 Months,PTC,N,0.38,1.88,5,1,NA,3,5211.53,2019-05-17T00:00:00Z,9785
>60 Months,PTC,N,0,0.68,2,NA,1,1,5770.8,NA,3914
>60 Months,PTC,N,0.4,0.4,1,1,NA,NA,4951.74,2017-10-27T00:00:00Z,1957
>60 Months,PTC,N,1.51,3.02,6,3,NA,2,3886.48,2019-04-09T00:00:00Z,11742
>60 Months,PTC,N,0,0.38,1,NA,NA,1,5186.58,NA,1957
>60 Months,PTC,N,0,1,3,NA,NA,2,5844.91,NA,5871
>60 Months,PTC,N,0,0.32,1,NA,NA,1,6155.48,NA,1957
>60 Months,PTC,N,0.59,1.78,6,2,NA,1,6612.88,2018-07-20T00:00:00Z,11742
>60 Months,PTC,N,0.36,1.79,5,1,NA,3,5461.53,2017-06-30T00:00:00Z,9785
>60 Months,PTC,N,0.36,0.72,2,1,NA,1,5426.54,2017-07-07T00:00:00Z,3914
>60 Months,PTC,N,0.35,2.8,8,1,NA,4,5582.86,2018-07-21T00:00:00Z,15656
>60 Months,PTC,N,0.9,3.16,7,2,NA,4,4337.8,2020-01-08T00:00:00Z,13699
>60 Months,PTC,N,0.35,1.06,3,1,NA,2,5531.72,2019-04-14T00:00:00Z,5871
>60 Months,PTC,N,0,0.35,1,NA,NA,1,5555.24,NA,1957
>60 Months,PTC,N,0.47,0.93,2,1,NA,1,4187.7,2018-11-11T00:00:00Z,3914
>60 Months,PTC,N,0.68,1.37,4,2,NA,2,5732.99,2018-11-13T00:00:00Z,7828
>60 Months,PTC,N,0,0.68,2,NA,NA,1,5783.81,NA,3914
>60 Months,PTC,N,0.37,1.49,4,1,NA,1,5258.8,2019-09-19T00:00:00Z,7828
>60 Months,PTC,N,0,0.35,1,NA,NA,NA,5654.36,NA,1957
>60 Months,PTC,N,0.43,2.99,7,1,NA,3,4578.39,2017-07-20T00:00:00Z,13699
>60 Months,PTC,N,0.33,3.28,10,1,1,6,5969.96,2018-08-04T00:00:00Z,19570
>60 Months,PTC,N,0.71,2.13,6,2,1,2,5515.26,2018-03-12T00:00:00Z,11742
>60 Months,PTC,N,0.48,1.44,3,1,NA,2,4067.17,2017-05-12T00:00:00Z,5871
>60 Months,PTC,N,0.59,4.15,7,1,NA,4,3301.33,2019-03-09T00:00:00Z,13699
>60 Months,PTC,N,0,1.3,3,NA,NA,1,4523.24,NA,5871
>60 Months,PTC,N,0.28,1.39,5,1,NA,1,7026.91,2017-01-06T00:00:00Z,9785
>60 Months,PTC,N,0.66,0.66,2,2,NA,NA,5896.26,2019-02-15T00:00:00Z,3914
>60 Months,PTC,N,0.39,3.52,9,1,1,4,4999.35,2018-07-25T00:00:00Z,17613
>60 Months,PTC,N,0.71,4.24,12,2,NA,3,5541.59,2018-06-05T00:00:00Z,23484
>60 Months,PTC,N,0.27,0.8,3,1,NA,2,7356.41,2017-03-10T00:00:00Z,5871
>60 Months,PTC,N,0.75,1.87,5,2,NA,3,5225.48,2019-08-25T00:00:00Z,9785
>60 Months,PTC,N,0.36,2.5,7,1,NA,3,5471.37,2019-08-18T00:00:00Z,13699
>18 & <60 Months,PTC,N,0.34,8.27,24,1,NA,19,5678.9,2019-07-10T00:00:00Z,46968
>18 & <60 Months,PTC,N,1.53,4.6,12,4,NA,4,5103.74,2018-09-05T00:00:00Z,23484
>18 & <60 Months,PTC,N,0,1.56,3,NA,NA,3,3754.47,NA,5871
>18 & <60 Months,PTC,N,0.36,3.21,9,1,NA,6,5490.65,2017-12-01T00:00:00Z,17613
>18 & <60 Months,PTC,N,0,5.54,7,NA,1,5,2472.85,NA,13699
>18 & <60 Months,PTC,N,1.41,3.53,5,2,1,1,2772.39,2017-12-17T00:00:00Z,9785
>18 & <60 Months,PTC,N,1.3,3.9,9,3,NA,5,4518.47,2019-11-08T00:00:00Z,17613
>18 & <60 Months,PTC,N,0.76,5.74,15,2,2,9,5117.58,2018-12-10T00:00:00Z,29355
>18 & <60 Months,PTC,N,0.35,2.43,7,1,NA,4,5632.82,2019-09-23T00:00:00Z,13699
>18 & <60 Months,PTC,N,0.37,0.37,1,1,NA,NA,5324.55,2017-01-10T00:00:00Z,1957
>18 & <60 Months,PTC,N,0.32,0.32,1,1,NA,NA,6023.7,2019-09-03T00:00:00Z,1957
>18 & <60 Months,PTC,N,0,4.88,14,NA,NA,10,5619.01,NA,27398
>18 & <60 Months,PTC,N,0.45,3.13,7,1,NA,5,4371.9,2017-03-09T00:00:00Z,13699
>18 & <60 Months,PTC,N,0,2.98,9,NA,NA,5,5905.87,NA,17613
>18 & <60 Months,PTC,N,0.34,3.03,9,1,NA,7,5817,2017-05-29T00:00:00Z,17613
>18 & <60 Months,PTC,N,0,1.08,3,NA,NA,2,5451.29,NA,5871
>18 & <60 Months,PTC,N,0,4.97,14,NA,NA,8,5514.03,NA,27398
>18 & <60 Months,PTC,N,1.04,3.47,10,3,NA,4,5642.77,2018-12-28T00:00:00Z,19570
>18 & <60 Months,PTC,N,0.56,2.81,5,1,NA,3,3484.9,2018-08-25T00:00:00Z,9785
>18 & <60 Months,PTC,N,0.66,1.33,2,1,NA,1,2946.33,2020-02-21T00:00:00Z,3914
>18 & <60 Months,PTC,N,1.32,3.29,5,2,NA,1,2974.86,2019-01-10T00:00:00Z,9785
>60 Months,HTC-Shuttle,N,0.39,0.77,2,1,NA,1,5058.72,2018-03-29T00:00:00Z,3914
>60 Months,HTC-Shuttle,N,0.39,1.16,3,1,NA,2,5081.12,2019-07-01T00:00:00Z,5871
>60 Months,HTC-Shuttle,N,0.38,0.38,1,1,NA,NA,5159.84,2019-06-06T00:00:00Z,1957
>60 Months,HTC-Shuttle,N,0,0.84,2,NA,NA,2,4664.4,NA,3914
>60 Months,HTC-Shuttle,N,0,1.97,5,NA,NA,4,4970.2,NA,9785
>60 Months,HTC-Shuttle,N,0,0.73,2,NA,NA,2,5344.11,NA,3914
>60 Months,HTC-Shuttle,N,0.48,1.93,4,1,NA,1,4063.51,2018-11-24T00:00:00Z,7828
>60 Months,HTC-Shuttle,N,0,2.59,6,NA,NA,6,4530.78,NA,11742
>60 Months,HTC-Shuttle,N,0.37,1.12,3,1,NA,2,5225.9,2017-08-02T00:00:00Z,5871
>60 Months,HTC-Shuttle,N,0,0.51,1,NA,NA,1,3834.88,NA,1957
>60 Months,HTC-Shuttle,N,0.75,1.87,5,2,NA,2,5244.11,2018-10-05T00:00:00Z,9785
>60 Months,HTC-Shuttle,N,0.36,0.36,1,1,NA,NA,5383.4,2020-01-22T00:00:00Z,1957
>60 Months,HTC-Shuttle,N,0.42,1.26,3,1,NA,2,4666.22,2018-02-09T00:00:00Z,5871
>60 Months,HTC-Shuttle,N,0,0.7,2,NA,NA,1,5586.71,NA,3914
>60 Months,HTC-Shuttle,N,0,1.47,4,NA,NA,4,5313.5,NA,7828
>60 Months,HTC-Shuttle,N,0,0.35,1,NA,NA,1,5603.91,NA,1957
>60 Months,HTC-Shuttle,N,0,0.44,1,NA,1,NA,4483.08,NA,1957
>60 Months,HTC-Shuttle,N,0.39,0.79,2,1,NA,1,4957.15,2018-01-23T00:00:00Z,3914
>60 Months,HTC-Shuttle,N,0.37,0.75,2,1,NA,1,5230.6,2019-01-03T00:00:00Z,3914
>60 Months,HTC-Shuttle,N,0,0.41,1,NA,NA,1,4826.12,NA,1957
>60 Months,HTC-Shuttle,N,0.51,1.54,3,1,NA,2,3808.64,2017-04-19T00:00:00Z,5871
>60 Months,HTC-Shuttle,N,0,1.62,4,NA,NA,4,4831.6,NA,7828
>60 Months,HTC-Shuttle,N,0,0.87,2,NA,NA,2,4518.76,NA,3914
>60 Months,HTC-Shuttle,N,0,0.62,1,NA,NA,NA,3154.51,NA,1957
>60 Months,HTC-Shuttle,N,0,0.79,1,NA,NA,1,2468.87,NA,1957
>60 Months,HTC-Shuttle,N,0,0.42,1,NA,NA,1,4663.52,NA,1957
>60 Months,HTC-Shuttle,N,0.73,2.2,6,2,NA,4,5337.56,2020-01-12T00:00:00Z,11742
>60 Months,HTC-Shuttle,N,0,0.6,1,NA,NA,1,3278.28,NA,1957
>60 Months,HTC-Shuttle,N,0.81,2.85,7,2,NA,4,4802.65,2019-11-16T00:00:00Z,13699
>18 & <60 Months,HTC-Shuttle,N,0,0.35,1,NA,NA,1,5594.36,NA,1957
>18 & <60 Months,HTC-Shuttle,N,0,1.1,3,NA,NA,2,5319.43,NA,5871
>18 & <60 Months,HTC-Shuttle,N,0.45,1.81,4,1,NA,1,4318.79,2019-02-08T00:00:00Z,7828
>18 & <60 Months,HTC-Shuttle,N,0,1.08,3,NA,NA,3,5421.48,NA,5871
>18 & <60 Months,HTC-Shuttle,N,0.7,0.7,2,2,NA,NA,5551.86,2019-03-19T00:00:00Z,3914
>18 & <60 Months,HTC-Shuttle,N,0,1.08,3,NA,NA,3,5437.25,NA,5871
>18 & <60 Months,HTC-Shuttle,N,0,2.08,4,NA,NA,2,3761.12,NA,7828
>18 & <60 Months,HTC-Shuttle,N,0,0.53,1,NA,NA,1,3693.08,NA,1957
>18 & <60 Months,HTC-Shuttle,N,0.34,0.68,2,1,NA,1,5730.48,2017-07-30T00:00:00Z,3914
>18 & <60 Months,HTC-Shuttle,N,0,0.66,2,NA,NA,1,5892.68,NA,3914
>18 & <60 Months,HTC-Shuttle,N,0.35,2.09,6,1,1,3,5609.46,2018-09-20T00:00:00Z,11742
>18 & <60 Months,HTC-Shuttle,N,0,0.87,2,NA,NA,2,4494.53,NA,3914
>18 & <60 Months,HTC-Shuttle,N,0,1.08,2,NA,NA,1,3617.43,NA,3914
>18 & <60 Months,HTC-Shuttle,N,0.39,1.16,3,1,NA,2,5070.72,2018-08-25T00:00:00Z,5871
>18 & <60 Months,HTC-Shuttle,N,0,0.51,1,NA,1,NA,3816.59,NA,1957
>18 & <60 Months,HTC-Shuttle,N,0.42,1.66,4,1,NA,3,4707.28,2019-05-10T00:00:00Z,7828
>18 & <60 Months,HTC-Shuttle,N,0.44,0.87,2,1,1,NA,4494.19,2019-08-17T00:00:00Z,3914
>18 & <60 Months,HTC-Shuttle,N,0.48,0.48,1,1,NA,NA,4097.03,2019-02-26T00:00:00Z,1957
>18 & <60 Months,HTC-Shuttle,N,0,0.54,1,NA,NA,1,3607.75,NA,1957
>18 & <60 Months,HTC-Shuttle,N,0.61,0.61,1,1,NA,NA,3212.77,2018-08-08T00:00:00Z,1957
>18 & <60 Months,HTC-Shuttle,N,0,0.58,1,NA,NA,1,3390.92,NA,1957
>18 & <60 Months,HTC-Shuttle,N,0,0.73,1,NA,NA,NA,2674.74,NA,1957
>18 & <60 Months,HTC-Shuttle,N,0,1.18,1,NA,NA,1,1653.62,NA,1957
>18 & <60 Months,HTC-Shuttle,N,0,0.86,1,NA,NA,1,2280.37,NA,1957
>18 & <60 Months,HTC-Shuttle,N,1.46,1.46,1,1,NA,NA,1340.55,2019-11-01T00:00:00Z,1957
>6 & 18 Months,HTC-Shuttle,N,0,4.79,4,NA,NA,2,1633.64,NA,7828
>6 & 18 Months,HTC-Shuttle,N,0,1.45,1,NA,NA,1,1351.36,NA,1957
>6 & 18 Months,HTC-Shuttle,N,0,2.67,2,NA,NA,2,1468.04,NA,3914
>60 Months,HTC,N,0.42,1.7,4,1,NA,1,4614.73,2017-03-01T00:00:00Z,7828
>60 Months,HTC,N,0.37,1.12,3,1,NA,2,5235,2019-03-01T00:00:00Z,5871
>60 Months,HTC,N,0,2.24,8,NA,NA,8,6975.24,NA,15656
>60 Months,HTC,N,0,1.57,4,NA,NA,2,4978.6,NA,7828
>60 Months,HTC,N,0,0.37,1,NA,NA,1,5245.88,NA,1957
>60 Months,HTC,N,0,1.06,4,NA,NA,2,7392.82,NA,7828
>60 Months,HTC,N,0,0.36,1,NA,NA,NA,5469.2,NA,1957
>60 Months,HTC,N,0.83,2.76,10,3,NA,5,7077.98,2018-11-16T00:00:00Z,19570
>60 Months,HTC,N,0.57,2,7,2,NA,5,6850.19,2019-05-23T00:00:00Z,13699
>60 Months,HTC,N,0.4,0.81,2,1,NA,NA,4847.57,2019-11-12T00:00:00Z,3914
>60 Months,HTC,N,0.7,1.05,3,2,NA,NA,5606.96,2019-05-22T00:00:00Z,5871
>60 Months,HTC,N,0.37,0.37,1,1,NA,NA,5292.77,2017-05-23T00:00:00Z,1957
>60 Months,HTC,N,0,0.81,2,NA,NA,2,4804.51,NA,3914
>60 Months,HTC,N,0,1.33,3,NA,NA,3,4406.79,NA,5871
>60 Months,HTC,N,0.41,0.83,2,1,NA,1,4727.03,2019-11-07T00:00:00Z,3914
>60 Months,HTC,N,0.24,2.66,11,1,NA,9,8089.05,2017-02-07T00:00:00Z,21527
>60 Months,HTC,N,0,0.37,1,NA,NA,NA,5313.09,NA,1957
>60 Months,HTC,N,0.87,3.48,8,2,1,4,4503.1,2019-07-29T00:00:00Z,15656
